State,Year,Type,Gender,Age_group,Total,Total Population,totalPerCapita
Maharashtra,2002,By Consuming Other Poison,Male,45-59,179,98428.5,0.0018185789684898176
Maharashtra,2002,By Self Infliction of injury,Male,45-59,3,98428.5,3.047897712552767e-05
Maharashtra,2002,By Jumping from (Other sites),Male,45-59,5,98428.5,5.079829520921278e-05
Maharashtra,2002,By Jumping off Moving Vehicles/Trains,Male,45-59,18,98428.5,0.000182873862753166
Maharashtra,2002,By Jumping from (Building),Male,45-59,27,98428.5,0.000274310794129749
Maharashtra,2002,By Overdose of sleeping pills,Male,45-59,1,98428.5,1.0159659041842555e-05
Maharashtra,2002,By Fire-Arms,Male,45-59,5,98428.5,5.079829520921278e-05
Maharashtra,2002,By Machine,Male,45-59,1,98428.5,1.0159659041842555e-05
Maharashtra,2002,By Over Alcoholism,Male,45-59,79,98428.5,0.0008026130643055619
Maharashtra,2002,By Drowning,Male,45-59,189,98428.5,0.0019201755589082431
Maharashtra,2002,By Fire/Self Immolation,Male,60+,96,98428.5,0.0009753272680168854
Maharashtra,2002,By Consuming Other Poison,Male,60+,92,98428.5,0.0009346886318495151
Maharashtra,2002,By Over Alcoholism,Male,60+,32,98428.5,0.00032510908933896176
Maharashtra,2002,By touching electric wires,Male,60+,11,98428.5,0.00011175624946026811
Maharashtra,2002,By Hanging,Male,60+,311,98428.5,0.003159653962013035
Maharashtra,2002,By Jumping from (Building),Male,60+,8,98428.5,8.127727233474044e-05
Maharashtra,2002,By Drowning,Male,60+,127,98428.5,0.0012902766983140046
Maharashtra,2002,By Jumping from (Other sites),Male,60+,1,98428.5,1.0159659041842555e-05
Maharashtra,2002,By Self Infliction of injury,Male,60+,3,98428.5,3.047897712552767e-05
Maharashtra,2002,By Overdose of sleeping pills,Male,60+,2,98428.5,2.031931808368511e-05
Maharashtra,2002,By Consuming Insecticides,Male,60+,260,98428.5,0.0026415113508790646
Maharashtra,2002,By Jumping off Moving Vehicles/Trains,Male,60+,2,98428.5,2.031931808368511e-05
Maharashtra,2002,By Fire-Arms,Male,60+,1,98428.5,1.0159659041842555e-05
Maharashtra,2002,By coming under running vehicles/trains,Male,60+,19,98428.5,0.00019303352179500855
Maharashtra,2003,By Fire/Self Immolation,Male,0-14,10,99978.0,0.00010002200484106503
Maharashtra,2003,By Consuming Insecticides,Male,0-14,42,99978.0,0.00042009242033247315
Maharashtra,2003,By Consuming Other Poison,Male,0-14,6,99978.0,6.001320290463902e-05
Maharashtra,2003,By Drowning,Male,0-14,7,99978.0,7.001540338874553e-05
Maharashtra,2003,By touching electric wires,Male,0-14,1,99978.0,1.0002200484106503e-05
Maharashtra,2003,By Hanging,Male,0-14,32,99978.0,0.0003200704154914081
Maharashtra,2003,By coming under running vehicles/trains,Male,0-14,1,99978.0,1.0002200484106503e-05
Maharashtra,2003,By Other means (please specify),Male,15-29,3,99978.0,3.000660145231951e-05
Maharashtra,2003,By Over Alcoholism,Male,15-29,37,99978.0,0.00037008141791194065
Maharashtra,2003,By touching electric wires,Male,15-29,7,99978.0,7.001540338874553e-05
Maharashtra,2003,By coming under running vehicles/trains,Male,15-29,86,99978.0,0.0008601892416331593
Maharashtra,2003,By Jumping from (Other sites),Male,15-29,9,99978.0,9.001980435695853e-05
Maharashtra,2003,By Fire-Arms,Male,15-29,1,99978.0,1.0002200484106503e-05
Maharashtra,2003,By Jumping from (Building),Male,15-29,16,99978.0,0.00016003520774570404
Maharashtra,2003,By Jumping off Moving Vehicles/Trains,Male,15-29,10,99978.0,0.00010002200484106503
Maharashtra,2003,By Fire/Self Immolation,Male,15-29,205,99978.0,0.002050451099241833
Maharashtra,2003,By Consuming Other Poison,Male,15-29,285,99978.0,0.0028506271379703536
Maharashtra,2003,By Hanging,Male,15-29,1024,99978.0,0.010242253295725059
Maharashtra,2003,By Overdose of sleeping pills,Male,15-29,7,99978.0,7.001540338874553e-05
Maharashtra,2003,By Drowning,Male,15-29,305,99978.0,0.0030506711476524836
Maharashtra,2003,By Self Infliction of injury,Male,15-29,2,99978.0,2.0004400968213005e-05
Maharashtra,2003,By Consuming Insecticides,Male,15-29,1069,99978.0,0.010692352317509852
Maharashtra,2003,By Consuming Other Poison,Male,30-44,408,99978.0,0.004080897797515453
Maharashtra,2003,By Hanging,Male,30-44,1189,99978.0,0.011892616375602632
Maharashtra,2003,By Jumping from (Building),Male,30-44,22,99978.0,0.00022004841065034308
Maharashtra,2003,By Jumping from (Other sites),Male,30-44,5,99978.0,5.001100242053252e-05
Maharashtra,2003,By Other means (please specify),Male,30-44,2,99978.0,2.0004400968213005e-05
Maharashtra,2003,By Over Alcoholism,Male,30-44,107,99978.0,0.001070235451799396
Maharashtra,2003,By touching electric wires,Male,30-44,9,99978.0,9.001980435695853e-05
Maharashtra,2003,By Overdose of sleeping pills,Male,30-44,24,99978.0,0.0002400528116185561
Maharashtra,2003,By Self Infliction of injury,Male,30-44,8,99978.0,8.001760387285202e-05
Maharashtra,2003,By Fire/Self Immolation,Male,30-44,299,99978.0,0.0029906579447478445
Maharashtra,2003,By coming under running vehicles/trains,Male,30-44,101,99978.0,0.0010102222488947569
Maharashtra,2003,By Consuming Insecticides,Male,30-44,1171,99978.0,0.011712576766888716
Maharashtra,2003,By Jumping off Moving Vehicles/Trains,Male,30-44,25,99978.0,0.00025005501210266257
Maharashtra,2003,By Drowning,Male,30-44,371,99978.0,0.0037108163796035127
Maharashtra,2003,By Fire-Arms,Male,30-44,6,99978.0,6.001320290463902e-05
Maharashtra,2003,By Consuming Other Poison,Male,45-59,204,99978.0,0.0020404488987577265
Maharashtra,2003,By Jumping from (Other sites),Male,45-59,8,99978.0,8.001760387285202e-05
Maharashtra,2003,By touching electric wires,Male,45-59,5,99978.0,5.001100242053252e-05
Maharashtra,2003,By Consuming Insecticides,Male,45-59,692,99978.0,0.0069215227350017
Maharashtra,2003,By Jumping from (Building),Male,45-59,13,99978.0,0.00013002860629338455
Maharashtra,2003,By Overdose of sleeping pills,Male,45-59,1,99978.0,1.0002200484106503e-05
Maharashtra,2003,By Fire-Arms,Male,45-59,3,99978.0,3.000660145231951e-05
Maharashtra,2003,By Drowning,Male,45-59,175,99978.0,0.001750385084718638
Maharashtra,2003,By Self Infliction of injury,Male,45-59,1,99978.0,1.0002200484106503e-05
Maharashtra,2003,By Hanging,Male,45-59,722,99978.0,0.007221588749524895
Maharashtra,2003,By coming under running vehicles/trains,Male,45-59,42,99978.0,0.00042009242033247315
Maharashtra,2003,By Jumping off Moving Vehicles/Trains,Male,45-59,18,99978.0,0.00018003960871391706
Maharashtra,2003,By Fire/Self Immolation,Male,45-59,159,99978.0,0.001590349876972934
Maharashtra,2003,By Over Alcoholism,Male,45-59,63,99978.0,0.0006301386304987097
Maharashtra,2003,By Jumping from (Building),Male,60+,4,99978.0,4.000880193642601e-05
Maharashtra,2003,By Other means (please specify),Male,60+,2,99978.0,2.0004400968213005e-05
Maharashtra,2003,By Fire/Self Immolation,Male,60+,59,99978.0,0.0005901298285622837
Maharashtra,2003,By Over Alcoholism,Male,60+,16,99978.0,0.00016003520774570404
Maharashtra,2003,By Jumping from (Other sites),Male,60+,6,99978.0,6.001320290463902e-05
Maharashtra,2003,By Consuming Insecticides,Male,60+,259,99978.0,0.0025905699253835845
Maharashtra,2003,By Drowning,Male,60+,92,99978.0,0.0009202024445377983
Maharashtra,2003,By Overdose of sleeping pills,Male,60+,1,99978.0,1.0002200484106503e-05
Maharashtra,2003,By Consuming Other Poison,Male,60+,66,99978.0,0.0006601452319510292
Maharashtra,2003,By coming under running vehicles/trains,Male,60+,19,99978.0,0.00019004180919802356
Maharashtra,2003,By Self Infliction of injury,Male,60+,1,99978.0,1.0002200484106503e-05
Maharashtra,2003,By Hanging,Male,60+,267,99978.0,0.0026705875292564363
Maharashtra,2004,By coming under running vehicles/trains,Male,0-14,1,101527.5,9.849548151978528e-06
Maharashtra,2004,By Hanging,Male,0-14,38,101527.5,0.0003742828297751841
Maharashtra,2004,By Consuming Other Poison,Male,0-14,2,101527.5,1.9699096303957056e-05
Maharashtra,2004,By Consuming Insecticides,Male,0-14,27,101527.5,0.00026593780010342026
Maharashtra,2004,By Overdose of sleeping pills,Male,0-14,2,101527.5,1.9699096303957056e-05
Maharashtra,2004,By Fire/Self Immolation,Male,0-14,4,101527.5,3.939819260791411e-05
Maharashtra,2004,By Drowning,Male,0-14,13,101527.5,0.00012804412597572086
Maharashtra,2004,By Jumping off Moving Vehicles/Trains,Male,15-29,13,101527.5,0.00012804412597572086
Maharashtra,2004,By touching electric wires,Male,15-29,2,101527.5,1.9699096303957056e-05
Maharashtra,2004,By Fire-Arms,Male,15-29,3,101527.5,2.9548644455935583e-05
Maharashtra,2004,By Drowning,Male,15-29,212,101527.5,0.002088104208219448
Maharashtra,2004,By Fire/Self Immolation,Male,15-29,178,101527.5,0.001753219571052178
Maharashtra,2004,By Self Infliction of injury,Male,15-29,8,101527.5,7.879638521582823e-05
Maharashtra,2004,By Overdose of sleeping pills,Male,15-29,3,101527.5,2.9548644455935583e-05
Maharashtra,2004,By Jumping from (Building),Male,15-29,17,101527.5,0.00016744231858363496
Maharashtra,2004,By Jumping from (Other sites),Male,15-29,6,101527.5,5.9097288911871166e-05
Maharashtra,2004,By Over Alcoholism,Male,15-29,23,101527.5,0.00022653960749550615
Maharashtra,2004,By coming under running vehicles/trains,Male,15-29,48,101527.5,0.0004727783112949693
Maharashtra,2004,By Consuming Other Poison,Male,15-29,127,101527.5,0.001250892615301273
Maharashtra,2004,By Consuming Insecticides,Male,15-29,1322,101527.5,0.013021102656915614
Maharashtra,2004,By Hanging,Male,15-29,1118,101527.5,0.011011794833911995
Maharashtra,2004,By Jumping from (Other sites),Male,30-44,7,101527.5,6.89468370638497e-05
Maharashtra,2004,By Fire/Self Immolation,Male,30-44,245,101527.5,0.0024131392972347393
Maharashtra,2004,By Fire-Arms,Male,30-44,4,101527.5,3.939819260791411e-05
Maharashtra,2004,By Consuming Other Poison,Male,30-44,135,101527.5,0.0013296890005171013
Maharashtra,2004,By Over Alcoholism,Male,30-44,100,101527.5,0.0009849548151978527
Maharashtra,2004,By Hanging,Male,30-44,1382,101527.5,0.013612075546034325
Maharashtra,2004,By Overdose of sleeping pills,Male,30-44,2,101527.5,1.9699096303957056e-05
Maharashtra,2004,By touching electric wires,Male,30-44,9,101527.5,8.864593336780675e-05
Maharashtra,2004,By Drowning,Male,30-44,246,101527.5,0.0024229888453867177
Maharashtra,2004,By Jumping from (Building),Male,30-44,25,101527.5,0.0002462387037994632
Maharashtra,2004,By Jumping off Moving Vehicles/Trains,Male,30-44,15,101527.5,0.0001477432222796779
Maharashtra,2004,By Consuming Insecticides,Male,30-44,1494,101527.5,0.01471522493905592
Maharashtra,2004,By Self Infliction of injury,Male,30-44,6,101527.5,5.9097288911871166e-05
Maharashtra,2004,By coming under running vehicles/trains,Male,30-44,68,101527.5,0.0006697692743345399
Maharashtra,2004,By Hanging,Male,45-59,770,101527.5,0.007584152077023467
Maharashtra,2004,By Jumping off Moving Vehicles/Trains,Male,45-59,15,101527.5,0.0001477432222796779
Maharashtra,2004,By Drowning,Male,45-59,153,101527.5,0.0015069808672527147
Maharashtra,2004,By Self Infliction of injury,Male,45-59,2,101527.5,1.9699096303957056e-05
Maharashtra,2004,By touching electric wires,Male,45-59,6,101527.5,5.9097288911871166e-05
Maharashtra,2004,By Jumping from (Building),Male,45-59,11,101527.5,0.0001083450296717638
Maharashtra,2004,By coming under running vehicles/trains,Male,45-59,34,101527.5,0.00033488463716726993
Maharashtra,2004,By Fire-Arms,Male,45-59,1,101527.5,9.849548151978528e-06
Maharashtra,2004,By Consuming Insecticides,Male,45-59,809,101527.5,0.007968284454950628
Maharashtra,2004,By Consuming Other Poison,Male,45-59,110,101527.5,0.001083450296717638
Maharashtra,2004,By Jumping from (Other sites),Male,45-59,3,101527.5,2.9548644455935583e-05
Maharashtra,2004,By Overdose of sleeping pills,Male,45-59,2,101527.5,1.9699096303957056e-05
Maharashtra,2004,By Fire/Self Immolation,Male,45-59,136,101527.5,0.0013395385486690797
Maharashtra,2004,By Over Alcoholism,Male,45-59,86,101527.5,0.0008470611410701534
Maharashtra,2004,By Fire-Arms,Male,60+,1,101527.5,9.849548151978528e-06
Maharashtra,2004,By Over Alcoholism,Male,60+,18,101527.5,0.0001772918667356135
Maharashtra,2004,By Consuming Insecticides,Male,60+,333,101527.5,0.00327989953460885
Maharashtra,2004,By Jumping off Moving Vehicles/Trains,Male,60+,8,101527.5,7.879638521582823e-05
Maharashtra,2004,By Jumping from (Building),Male,60+,12,101527.5,0.00011819457782374233
Maharashtra,2004,By Hanging,Male,60+,298,101527.5,0.002935165349289601
Maharashtra,2004,By Jumping from (Other sites),Male,60+,2,101527.5,1.9699096303957056e-05
Maharashtra,2004,By Consuming Other Poison,Male,60+,44,101527.5,0.0004333801186870552
Maharashtra,2004,By Fire/Self Immolation,Male,60+,50,101527.5,0.0004924774075989264
Maharashtra,2004,By Drowning,Male,60+,77,101527.5,0.0007584152077023467
Maharashtra,2004,By coming under running vehicles/trains,Male,60+,17,101527.5,0.00016744231858363496
Maharashtra,2005,By Consuming Insecticides,Male,0-14,24,103077.0,0.00023283564713757676
Maharashtra,2005,By touching electric wires,Male,0-14,1,103077.0,9.701485297399032e-06
Maharashtra,2005,By coming under running vehicles/trains,Male,0-14,1,103077.0,9.701485297399032e-06
Maharashtra,2005,By Hanging,Male,0-14,32,103077.0,0.000310447529516769
Maharashtra,2005,By Consuming Other Poison,Male,0-14,1,103077.0,9.701485297399032e-06
Maharashtra,2005,By Other means (please specify),Male,0-14,1,103077.0,9.701485297399032e-06
Maharashtra,2005,By Drowning,Male,0-14,11,103077.0,0.00010671633827138935
Maharashtra,2005,By Fire/Self Immolation,Male,0-14,4,103077.0,3.880594118959613e-05
Maharashtra,2005,By Drowning,Male,15-29,186,103077.0,0.00180447626531622
Maharashtra,2005,By touching electric wires,Male,15-29,1,103077.0,9.701485297399032e-06
Maharashtra,2005,By Consuming Other Poison,Male,15-29,178,103077.0,0.0017268643829370276
Maharashtra,2005,By Fire/Self Immolation,Male,15-29,154,103077.0,0.001494028735799451
Maharashtra,2005,By Fire-Arms,Male,15-29,1,103077.0,9.701485297399032e-06
Maharashtra,2005,By Consuming Insecticides,Male,15-29,1049,103077.0,0.010176858076971584
Maharashtra,2005,By Hanging,Male,15-29,1170,103077.0,0.011350737797956867
Maharashtra,2005,By coming under running vehicles/trains,Male,15-29,57,103077.0,0.0005529846619517448
Maharashtra,2005,By Self Infliction of injury,Male,15-29,5,103077.0,4.8507426486995156e-05
Maharashtra,2005,By Jumping off Moving Vehicles/Trains,Male,15-29,8,103077.0,7.761188237919225e-05
Maharashtra,2005,By Jumping from (Building),Male,15-29,30,103077.0,0.00029104455892197095
Maharashtra,2005,By Other means (please specify),Male,15-29,5,103077.0,4.8507426486995156e-05
Maharashtra,2005,By Overdose of sleeping pills,Male,15-29,3,103077.0,2.9104455892197096e-05
Maharashtra,2005,By Jumping from (Other sites),Male,15-29,6,103077.0,5.820891178439419e-05
Maharashtra,2005,By Over Alcoholism,Male,15-29,24,103077.0,0.00023283564713757676
Maharashtra,2005,By Drowning,Male,30-44,270,103077.0,0.0026194010302977386
Maharashtra,2005,By Fire-Arms,Male,30-44,6,103077.0,5.820891178439419e-05
Maharashtra,2005,By Fire/Self Immolation,Male,30-44,277,103077.0,0.002687311427379532
Maharashtra,2005,By Other means (please specify),Male,30-44,2,103077.0,1.9402970594798064e-05
Maharashtra,2005,By coming under running vehicles/trains,Male,30-44,69,103077.0,0.0006694024855205332
Maharashtra,2005,By Jumping off Moving Vehicles/Trains,Male,30-44,9,103077.0,8.731336767659129e-05
Maharashtra,2005,By Consuming Other Poison,Male,30-44,231,103077.0,0.0022410431036991763
Maharashtra,2005,By Consuming Insecticides,Male,30-44,1208,103077.0,0.011719394239258031
Maharashtra,2005,By Jumping from (Other sites),Male,30-44,13,103077.0,0.0001261193088661874
Maharashtra,2005,By Over Alcoholism,Male,30-44,47,103077.0,0.0004559698089777545
Maharashtra,2005,By touching electric wires,Male,30-44,9,103077.0,8.731336767659129e-05
Maharashtra,2005,By Jumping from (Building),Male,30-44,27,103077.0,0.00026194010302977384
Maharashtra,2005,By Hanging,Male,30-44,1451,103077.0,0.014076855166525995
Maharashtra,2005,By Overdose of sleeping pills,Male,30-44,5,103077.0,4.8507426486995156e-05
Maharashtra,2005,By Machine,Male,30-44,2,103077.0,1.9402970594798064e-05
Maharashtra,2005,By Self Infliction of injury,Male,30-44,5,103077.0,4.8507426486995156e-05
Maharashtra,2005,By Fire/Self Immolation,Male,45-59,149,103077.0,0.0014455213093124558
Maharashtra,2005,By Fire-Arms,Male,45-59,4,103077.0,3.880594118959613e-05
Maharashtra,2005,By Overdose of sleeping pills,Male,45-59,2,103077.0,1.9402970594798064e-05
Maharashtra,2005,By Consuming Insecticides,Male,45-59,695,103077.0,0.006742532281692327
Maharashtra,2005,By Hanging,Male,45-59,832,103077.0,0.008071635767435994
Maharashtra,2005,By Jumping from (Building),Male,45-59,10,103077.0,9.701485297399031e-05
Maharashtra,2005,By Over Alcoholism,Male,45-59,37,103077.0,0.0003589549560037642
Maharashtra,2005,By touching electric wires,Male,45-59,2,103077.0,1.9402970594798064e-05
Maharashtra,2005,By Other means (please specify),Male,45-59,3,103077.0,2.9104455892197096e-05
Maharashtra,2005,By Consuming Other Poison,Male,45-59,101,103077.0,0.0009798500150373021
Maharashtra,2005,By Self Infliction of injury,Male,45-59,5,103077.0,4.8507426486995156e-05
Maharashtra,2005,By Jumping off Moving Vehicles/Trains,Male,45-59,6,103077.0,5.820891178439419e-05
Maharashtra,2005,By Drowning,Male,45-59,188,103077.0,0.001823879235911018
Maharashtra,2005,By Jumping from (Other sites),Male,45-59,8,103077.0,7.761188237919225e-05
Maharashtra,2005,By coming under running vehicles/trains,Male,45-59,59,103077.0,0.0005723876325465429
Maharashtra,2005,By Fire/Self Immolation,Male,60+,63,103077.0,0.000611193573736139
Maharashtra,2005,By Overdose of sleeping pills,Male,60+,1,103077.0,9.701485297399032e-06
Maharashtra,2005,By touching electric wires,Male,60+,2,103077.0,1.9402970594798064e-05
Maharashtra,2005,By Hanging,Male,60+,338,103077.0,0.0032791020305208726
Maharashtra,2005,By Other means (please specify),Male,60+,3,103077.0,2.9104455892197096e-05
Maharashtra,2005,By Drowning,Male,60+,118,103077.0,0.0011447752650930857
Maharashtra,2005,By Jumping from (Building),Male,60+,10,103077.0,9.701485297399031e-05
Maharashtra,2005,By Consuming Insecticides,Male,60+,289,103077.0,0.0028037292509483203
